"source","source_place_id","name","operating_hours_raw","closed_days_raw","fees_raw","parking_raw","pet_raw","public_transport_raw","source_url"
"gwangju_tour","history.cs:1268","광주 3.1 만세운동 기념비","24시간","연중무휴","없음","수피아여고 주차장","","석산고 : 금남55 수피아여고 : 금남55 기독병원 : 금남55 남광주농협 : 봉선27 , 지원25 , 지원56 , 순환01(운천저수지방향) , 진월17 , 수완03 , 송정98 , 첨단95","https://tour.gwangju.go.kr/home/tour/info/history.cs?act=view&infoId=1268"
"gwangju_tour","history.cs:1266","광주 경찰충혼탑","24시간","연중무휴","","","","양림교 : 금남55 서남대병원 : 금남55 문화전당역 : 금남55 , 문흥80 , 매월61(칠석) , 518 , 송정98 , 매월61(세하) , 1187 , 금호36 학강교 : 금남55","https://tour.gwangju.go.kr/home/tour/info/history.cs?act=view&infoId=1266"
"gwangju_tour","culture.cs:161","(전) 광주 성거사지 오층석탑","24시간","없음","","","","광주공원 : 금남59 , 대촌70 향교 : 송암74 , 매월06 , 지원45 , 대촌170 , 진월07 , 수완12 우진아파트 : 대촌170 , 지원52 , 대촌71 , 진월177 , 대촌70","https://tour.gwangju.go.kr/home/tour/info/culture.cs?act=view&infoId=161"
"gwangju_tour","culture.cs:1253","경장각","","없음","","","","신성화학 : 임곡290 , 첨단92 , 첨단20 , 임곡89 흑석사거리(서) : 임곡89 , 선운101(시립인광병원) , 수완12 , 송정33 , 선운101(송산유원지) , 첨단20 , 첨단92 , 첨단94 제일화학 : 첨단94 , 첨단92 정우화학 : 임곡290 , 임곡89 , 첨단20 , 첨단92","https://tour.gwangju.go.kr/home/tour/info/culture.cs?act=view&infoId=1253"
"gwangju_tour","culture.cs:1050","광주 미디어아트 플랫폼","평일, 주말, 공휴일: 10:00 ~ 18:00","1월1일, 설(당일), 추석(당일), 매주 월요일","관람료 별도 공지시까지 무료 입장 *특별 기획전시 중 유료 전시회의 경우 별도의 입장료를 받을 수 있음","무료","애견동반 불가능","지하철: 금남로4가역 2번 출구, 버스 : 광주공원 : 금남59 , 대촌70 중앙대교(서) : 지원45 , 수완12 , 송암74 향교 : 대촌170 , 지원45 , 수완12 , 송암74 , 진월07 , 매월06","https://tour.gwangju.go.kr/home/tour/info/culture.cs?act=view&infoId=1050"
"gwangju_tour","culture.cs:162","광주 자운사 목조아미타래여좌상 및 복장유물","상시개방","없음","","","","지산유원지입구 : 두암81(각화초교방향) , 두암81(무등파크방향) , 1000 단사공원 : 1000 , 두암81(무등파크방향) , 두암81(각화초교방향)","https://tour.gwangju.go.kr/home/tour/info/culture.cs?act=view&infoId=162"
"gwangju_tour","culture.cs:163","광주 지산동 오층석탑","상시개방","없음","","","","법원 : 진월17 , 두암81(무등파크방향) , 문흥80 , 운림35 , 두암81(각화초교방향) 매일시장입구 : 문흥80 , 금호36 지산2동주민센터 : 두암81(각화초교방향) , 금호36","https://tour.gwangju.go.kr/home/tour/info/culture.cs?act=view&infoId=163"
"gwangju_tour","culture.cs:1248","광주광산문화원","09:00~18:00","토요일, 일요일, 공휴일(전화문의)","","있음","","영광통 : 송정19 , 진곡196 , 상무62 , 마을720 , 일곡38 , 송정100 , 송정33 , 1000 , 송정99 , 마을720-1 , 진월75 , 송정98 , 임곡290 , 송정97 , 송정29 , 좌석02 광산구청 : 송정100 , 송정98 , 송정99 , 진곡196 , 송정97 , 마을720-1 , 선운101(송산유원지) , 진월75 , 1000 , 송정93 , 선운101(시립인광병원) , 송정96 , 송정296 , 송정19 , 임곡290 , 마을701 , 송정197 , 송정29 , 임곡90 , 송정33 영광통사거리 : 송정96 , 송정100 , 마을700 송정공원역 : 상무62 , 송정29 , 일곡38 , 송정33 , 1000 , 송정19 , 송정100 , 임곡290 , 진곡196 , 진월75 , 마을720 , 마을720-1 , 좌석02 , 송정98 , 송정99 , 송정97","https://tour.gwangju.go.kr/home/tour/info/culture.cs?act=view&infoId=1248"
"gwangju_tour","food.cs:1183","100족발본점","매일 11:30~24:00","월요일 정기휴무","","없음","","수문초교입구 : 첨단40 , 선운101(송산유원지) , 선운101(시립인광병원) 신창중 : 수완12 , 송정29 , 운림51 , 송암72 , 첨단09 , 마을720 신창초교 : 송정29 , 수완12 , 첨단09 , 운림51 , 송암72 , 마을720 수완지구(KS병원) : 수완49 , 송암72","https://tour.gwangju.go.kr/home/tour/info/food.cs?act=view&infoId=1183"
"gwangju_tour","food.cs:1304","1960백선청원모밀","10:30 ~ 20:30","명절연휴","","없음","","충장치안센터 : 수완12 , 진월07 , 금남59 , 송암74 , 지원45 , 금남55 , 매월06 , 문흥80 , 대촌70 518민주화운동기록관 : 송정98 , 1000 , 매월61(세하) , 매월61(칠석) , 지원151(화순전남대병원) , 지원151(화순사평) 광주세무서 : 대촌170 , 진월07 , 매월06 , 송암74 , 지원45 , 수완12","https://tour.gwangju.go.kr/home/tour/info/food.cs?act=view&infoId=1304"
"gwangju_tour","food.cs:1365","가매일식","11:00 ~ 22:00 (브레이크 타임 14:30 ~ 17:30)","연중무휴","","주차 가능","","상공회의소 : 지원56 , 수완12 , 지원25 서석고 : 지원56 , 송정19 상록회관 : 송암68 , 금호36 , 송암72 , 1187 , 봉선37 , 송정19 , 문흥39 화정중흥파크 : 문흥39 , 송암68 , 봉선37 , 1187 , 지원25 , 수완12 , 송암72 , 금호36","https://tour.gwangju.go.kr/home/tour/info/food.cs?act=view&infoId=1365"
"gwangju_tour","food.cs:1205","강의리추어탕","매일 09:00~21:00","없음","","","","북구차량등록민원실 : 용전184(원천리방향) , 용전184(대전면방향) , 금남55 , 문흥18 , 봉선27 북구보건소 : 518 , 두암81(각화초교방향) , 419 , 두암81(무등파크방향) 북구청 : 용봉83 , 송정19 , 두암81(무등파크방향) , 문흥80 , 일곡28 , 518 , 봉선27 , 금남55 , 일곡38","https://tour.gwangju.go.kr/home/tour/info/food.cs?act=view&infoId=1205"
"gwangju_tour","food.cs:1066","강촌","매일 09:30~21:30","연중무휴","","20대","","상무지구입구 : 매월16 , 금호46 , 대촌270 , 순환01(시청방향) , 첨단20 , 대촌69 , 송정19 , 순환01(운천저수지방향) 운천저수지 : 송암73 , 금호46 , 대촌270 , 마을760 , 첨단20 , 순환01(시청방향) , 지원45 , 송암72 , 운림50 , 순환01(운천저수지방향)","https://tour.gwangju.go.kr/home/tour/info/food.cs?act=view&infoId=1066"
"gwangju_tour","food.cs:1291","개마고원","11:30 ~ 21:00(브레이크타임 15:00 ~ 17:00)","일요일","","있음(40대 이상)","","서석고 : 송정19 , 지원56 화정역 : 송정19 , 지원56 화정중흥파크 : 송암72 , 1187 , 문흥39 , 금호36 , 봉선37 , 수완12 , 송암68 , 지원25 화정사거리 : 송암31 , 매월26","https://tour.gwangju.go.kr/home/tour/info/food.cs?act=view&infoId=1291"
"gwangju_tour","sports.cs:1133","5·18자유공원 역사체험","09:00 ~ 18:00","없음","","공원 내 주차장","","5.18자유공원 : 순환01(시청방향) , 좌석02 , 순환01(운천저수지방향) , 상무63 , 1000 , 518 , 상무64 보훈회관(518민주화운동교육관) : 일곡38 , 상무63 , 518 김대중컨벤션센터 : 일곡38 , 1000 , 상무64 상무금호아파트 : 지원25 , 상무63 , 순환01(시청방향) , 상무64 , 순환01(운천저수지방향) , 운림50","https://tour.gwangju.go.kr/home/tour/info/sports.cs?act=view&infoId=1133"
"gwangju_tour","sports.cs:1131","CCTV통합관제센터 VR 영상 체험","매주 월~금 10:00 / 14:00 / 16:00 (1일 3회)","토, 일요일, 공휴일","무료","있음","애견동반 불가능","서광주우체국 : 매월16 , 금호36 , 송암47 보건환경연구원 : 첨단20 , 매월61(세하) , 진월77 , 송암73 , 운림50 , 매월61(칠석) 염주사거리(서) : 송암47 , 매월16 , 첨단20 , 매월61(칠석) , 운림50 , 진월77 , 송암73 , 매월61(세하)","https://tour.gwangju.go.kr/home/tour/info/sports.cs?act=view&infoId=1131"
"gwangju_tour","sports.cs:1277","광주 송정도서관","[학습실] 09:00~22:00 / 공휴일 09:00 ~ 18:00 [간행물실] 09:00 ~ 19:00 / 공휴일 09:00 ~ 18:00) [정보자료실/어린이실] 평일 09:00~18:00 / 주말 09:00~17:00","매월 둘째, 넷째 월요일 / 개관기념일 (매년 4월 10일","","있음","","송정공원역 : 송정29 , 임곡290 , 일곡38 , 송정98 , 마을720 , 송정97 , 상무62 , 송정99 , 진월75 , 송정19 , 좌석02 , 송정33 , 1000 , 송정100 , 진곡196 , 마을720-1 송정파출소(북) : 송정100 , 진월75 , 송정29 , 송정98 , 1000 , 송정97 , 임곡290 , 진곡196 , 송정33 , 일곡38 , 송정99 , 송정19 , 상무62 , 마을720 송정파출소(남) : 첨단40 , 첨단20 , 선운101(송산유원지) , 선운101(시립인광병원) , 지원45 , 송암73","https://tour.gwangju.go.kr/home/tour/info/sports.cs?act=view&infoId=1277"
"gwangju_tour","sports.cs:1240","광주공연마루","쉼마루(1층) 09:00 ~ 18:30 / 수~일 공연장(2층) 15:00 ~ 18:00 / 토~일 17시 빛분수(음악) 16:30, 18:00, 20:30 / 빛(음악)분수 운영시간 4~9월","빛분수는 금요일은 운영하지 않습니다","무료","상무조각공원 무료주차장(상무지구 호반아파트 입구 건너편)","애견동반 불가능","상무지구 : 518 , 상무62 , 상무63 상무지구종점 : 상무62 상무시민공원 : 지원25 , 518 , 상무63 상무해광한신아파트 : 지원45 , 상무63 , 지원25","https://tour.gwangju.go.kr/home/tour/info/sports.cs?act=view&infoId=1240"
"gwangju_tour","sports.cs:1281","광주광역시립 무등도서관","[종합자료실/열람실] 평일 09:00~22:00 / 주말 09:00~17:00 [어린이실/디지털자료실] 평일 09:00~18:00 / 주말 09:00~17:00 [장애인실/다문화실/아메리칸코너] 평일 09:00~18:00 / 주말 - 휴실","매월 두번째, 네번째 월요일, 관공서의 공휴일 (단. 일요일은 개관)","무료","주차 가능 (07:00 ~ 23:00, 101면, 승용차요일제 시행)","","문화중 : 운림35 , 지원15 , 문흥18 , 운림54 무등도서관 : 두암81(각화초교방향) , 운림35 , 충효187 , 석곡87 , 지원15 , 운림54 , 매월06 , 송암47 , 518 , 두암181 , 문흥39 , 두암81(무등파크방향) 광신아파트 : 진월17","https://tour.gwangju.go.kr/home/tour/info/sports.cs?act=view&infoId=1281"
"gwangju_tour","sports.cs:1280","광주광역시립 사직도서관","[열람실] 평일 09:00~18:00 / 주말 09:00~17:00 [종합자료실] 평일 09:00~18:00 / 주말 09:00~17:00 [어린이실] 평일 09:00~18:00 / 주말 09:00~17:00 [디지털자료실] 평일 09:00~18:00 / 주말 09:00~17:00","매월 첫번째, 세번째 월요일, 관공서의 공휴일 (단. 일요일은 개관)","","주차 가능 17대 (07:00 ~ 22:00) - 승용차 요일제 시행","","기독병원 : 금남55 학강초교 : 금남55 양림교 : 금남55 학강교 : 금남55","https://tour.gwangju.go.kr/home/tour/info/sports.cs?act=view&infoId=1280"
"gwangju_tour","load.cs:258","동적골 생태탐방로","24시간","없음","","","","지산유원지입구 : 1000 , 두암81(무등파크방향) , 두암81(각화초교방향) 지산유원지 : 1000 , 두암81(무등파크방향) , 두암81(각화초교방향)","https://tour.gwangju.go.kr/home/tour/info/load.cs?act=view&infoId=258"
"gwangju_tour","load.cs:88","무돌길","24시간","없음","","","","각화중 : 첨단23 , 두암81(각화초교방향) , 용전86 , 두암81(무등파크방향) 각화초교 : 첨단23 , 금남55 , 송암74 , 용전86 , 금호36 , 두암81(각화초교방향) 각화무등파크 : 두암81(무등파크방향) , 송암74 , 금남55 , 금호36 , 두암81(각화초교방향)","https://tour.gwangju.go.kr/home/tour/info/load.cs?act=view&infoId=88"
"gwangju_tour","load.cs:203","무등산 등산로","상시개방","입산통제 기간은 무등산국립공원 홈페이지에서 확인","무료","없음","","무등산국립공원(원효사) : 1187","https://tour.gwangju.go.kr/home/tour/info/load.cs?act=view&infoId=203"
"gwangju_tour","load.cs:202","무등산 옛길","24시간","없음","","원효사지구 : 160 증심사지구 : 448","","호남맨션 : 1000 , 운림35 , 진월17 , 금호36 , 두암81(무등파크방향) , 두암81(각화초교방향) 장원초교(서) : 1187 , 충효187 장원초교(동) : 1187 , 두암81(각화초교방향) , 충효187","https://tour.gwangju.go.kr/home/tour/info/load.cs?act=view&infoId=202"
"gwangju_tour","load.cs:402","빛고을산들길","","없음","","","","용산교(동구) : 봉선76 지원2동주민센터 : 봉선76 , 지원45 , 지원151(화순전남대병원) , 지원152(도웅리) , 지원151(화순사평) , 지원52 , 지원25 , 지원15 , 지원152(능주역) 용산지구 : 봉선27 , 송정98 소태역 : 지원25 , 지원15 , 지원45 , 지원152(도웅리) , 지원151(화순전남대병원) , 지원152(능주역) , 지원52 , 봉선76 , 지원151(화순사평)","https://tour.gwangju.go.kr/home/tour/info/load.cs?act=view&infoId=402"
"gwangju_tour","park/003.cs:4","중외공원","24시간","연중무휴","없음","1,700 ㎡ (자가용 200대 수용), 비엔날레 주차장 (600대 수용)","애견동반 가능","[버스노선] 풍암 26번 (배차간격 : 7~9분, 매월동 ↔ 우치공원) 송정 29번 (배차간격 : 9~11분, 도산동 ↔ 살레시오고) 상무 63번 (배차간격 : 14~16분, 상무지고 ↔ 전남공무원교육원) 용전 84번 (배차간격 : 14~16분, 송강정 ↔ 양동시장역) 용전 85번 (배차간격 : 14~16분, 입암 ↔ 문화예술회관) 체육고/폴리텍5대학 : 용전84 , 상무63 , 용전85 , 첨단95 , 송정29 , 문흥53 문화예술회관후문 : 용전84 , 용전85 , 첨단95 , 상무63 , 문흥53 , 송정29 운암3단지 : 송정29 , 수완49 , 봉선27 , 문흥18 , 운림51 , 금남58 , 매월16 , 수완12 , 송암72 , 상무63 운암벽산블루밍 : 봉선27 , 매월16 , 송암72 , 수완49 , 문흥18 , 수완12 , 금남58 , 운림51","https://tour.gwangju.go.kr/home/tour/info/park/003.cs?act=view&infoId=4"
"gwangju_tour","park/003.cs:278","풍암생활체육공원","상시개방","없음","무료","주차시설 있음","애견동반 가능","원광대한방병원 : 대촌71 , 송암47 , 순환01(운천저수지방향) , 진월78 , 지원45 , 진월75 , 순환01(시청방향) 서구국민체육센터 : 금남59 풍암우미아파트 : 진월75 , 송암47 , 금남59 , 진월78 , 순환01(운천저수지방향) , 지원45","https://tour.gwangju.go.kr/home/tour/info/park/003.cs?act=view&infoId=278"
"gwangju_tour","park/003.cs:279","풍암호수","상시개방","없음","무료","주차시설 있음","애견동반 가능","월드컵경기장 정문 : 금남59 풍암저수지 : 송암47 , 진월75 , 진월78 , 지원45 , 대촌71 , 금남59 월드컵경기장주차장 : 금남59","https://tour.gwangju.go.kr/home/tour/info/park/003.cs?act=view&infoId=279"
"gwangju_tour","park/003.cs:1168","상무시민공원","이용시간 및 제약사항 없음 ※ 체육시설 이용시 사전허가와 사용료 부과","없음","없음 ※ 체육시설 이용시 사전허가와 사용료 부과","있음(2개소 250대)","애견동반 가능","상무해광한신아파트 : 상무63 , 지원25 , 지원45 일가정양립지원본부 : 지원45 , 일곡38 상무시민공원 : 상무63 , 518 , 지원25 계수초교 : 순환01(시청방향) , 상무63 , 상무62 , 순환01(운천저수지방향) , 지원45","https://tour.gwangju.go.kr/home/tour/info/park/003.cs?act=view&infoId=1168"
"gwangju_tour","park/003.cs:272","운천호수","상시개방","없음","","","애견동반 가능","운천저수지 : 송암72 , 금호46 , 첨단20 , 운림50 , 대촌270 , 송암73 , 순환01(시청방향) , 지원45 , 마을760 , 순환01(운천저수지방향) 운천역 : 송정19 , 매월16 , 대촌69 상무지구입구 : 순환01(시청방향) , 대촌69 , 송정19 , 첨단20 , 대촌270 , 금호46 , 매월16","https://tour.gwangju.go.kr/home/tour/info/park/003.cs?act=view&infoId=272"
"gwangju_tour","park/003.cs:5","광주공원","","없음","","있음","애견동반 가능","향교 : 수완12 , 송암74 , 진월07 , 대촌170 , 매월06 , 지원45 중앙대교(서) : 송암74 , 수완12 , 지원45 광주공원 : 금남59 중앙대교(동) : 금남55","https://tour.gwangju.go.kr/home/tour/info/park/003.cs?act=view&infoId=5"
"gwangju_tour","nature.cs:1286","운천저수지","이용시간 및 제약사항 없음","없음","","","애견동반 가능","경유버스 : 순환01, 첨단20, 지원45, 금호46, 송암72, 송암73, 대촌270 , 운림50, 풍암16, 송정19, 대촌69 운천저수지 : 운림50 , 대촌270 , 첨단20 , 마을760 , 금호46 , 지원45 , 순환01(시청방향) , 송암73 , 송암72 , 순환01(운천저수지방향) 상무중 : 대촌270 , 순환01(시청방향) , 첨단20 , 마을760 , 금호46 , 송암73 , 지원45 , 운림50 , 송암72 금호베어스타운 : 마을760","https://tour.gwangju.go.kr/home/tour/info/nature.cs?act=view&infoId=1286"
